checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy
round4	typed_marginal_pred	subckt_0063	prefix_0002	2	9	__aig_and_11964::observe	observe	new_n1236::control1	control1	0	0	1.4800000000000035	3.7450000000000094	2.265000000000006	0	-0.5570484990582331	0.3
round4	typed_return_pred	subckt_0063	prefix_0002	2	9	__aig_and_11964::observe	observe	new_n1236::control1	control1	0	0	1.4800000000000035	3.7450000000000094	2.265000000000006	0	-0.5570484990582331	0.3
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0002	2	9	__aig_and_11964::observe	observe	new_n1236::control1	control1	0	0	1.4800000000000035	3.7450000000000094	2.265000000000006	0	-0.40037860869810504	0.3
round4	typed_marginal_pred	subckt_0063	prefix_0004	4	9	new_n6232::observe	observe	__aig_and_11998::observe	observe	0	1	0.7670000000000066	8.187	7.419999999999993	0	-0.3672361438109012	0.3103448275862069
round4	typed_return_pred	subckt_0063	prefix_0004	4	9	new_n6232::observe	observe	__aig_and_11998::observe	observe	0	1	0.7670000000000066	8.187	7.419999999999993	0	-0.3672361438109012	0.3103448275862069
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0004	4	9	__buf_split_1380::control0	control0	__aig_and_11998::observe	observe	0	0	3.308	8.187	4.879	0	0.061206023968483535	0.5172413793103449
round4	typed_marginal_pred	subckt_0063	prefix_0008	8	9	__aig_and_1929::control1	control1	__aig_and_11994::observe	observe	0	0	0.036999999999998145	5.663999999999991	5.626999999999993	0	0.029880715233359844	0.5
round4	typed_return_pred	subckt_0063	prefix_0008	8	9	__aig_and_11994::observe	observe	__aig_and_11994::observe	observe	1	1	5.663999999999991	5.663999999999991	0.0	0	0.5378528742004771	0.8
round4	typed_sa_reduction_total_pred	subckt_0063	prefix_0008	8	9	__aig_and_1929::control1	control1	__aig_and_11994::observe	observe	0	0	0.036999999999998145	5.663999999999991	5.626999999999993	0	-0.7768985960673559	0.1
round4	typed_marginal_pred	subckt_0063	prefix_0012	12	9	__buf_split_1410::control0	control0	__aig_and_11994::observe	observe	0	0	0.07399999999999629	5.529000000000006	5.45500000000001	0	-0.12130422381234182	0.4482758620689655
